event_id,source_node,source_gpu,target_node,target_gpu,event_type,data_type,start_time,end_time,data_size,gpu_id,type,name,start,end,bandwidth_used,wait_time
0,0,0,0,0,compute,mb0_s0_fwd,0,6.25e-05,0,0,compute,mb0_s0_fwd,0,6.25e-05,,
1,0,0,0,1,comm,activation,6.25e-05,0.0007435886399999999,8388608,0,comm,activation,6.25e-05,0.0007435886399999999,100.0,0.0
2,0,0,0,0,compute,mb1_s0_fwd,0.0007435886399999999,0.00080608864,0,0,compute,mb1_s0_fwd,0.0007435886399999999,0.00080608864,,
3,0,1,0,1,compute,mb0_s1_fwd,0.0007435886399999999,0.00080608864,0,1,compute,mb0_s1_fwd,0.0007435886399999999,0.00080608864,,
4,0,0,0,1,comm,activation,0.00080608864,0.0014871772799999999,8388608,0,comm,activation,0.00080608864,0.0014871772799999999,100.0,0.0
5,0,0,0,0,compute,mb2_s0_fwd,0.0014871772799999999,0.00154967728,0,0,compute,mb2_s0_fwd,0.0014871772799999999,0.00154967728,,
6,0,1,0,2,comm,activation,0.00080608864,0.00215826592,8388608,1,comm,activation,0.00080608864,0.00215826592,50.0,0.0
7,0,1,0,1,compute,mb1_s1_fwd,0.00215826592,0.00222076592,0,1,compute,mb1_s1_fwd,0.00215826592,0.00222076592,,
8,0,2,0,2,compute,mb0_s2_fwd,0.00215826592,0.00222076592,0,2,compute,mb0_s2_fwd,0.00215826592,0.00222076592,,
9,0,0,0,1,comm,activation,0.00154967728,0.00290185456,8388608,0,comm,activation,0.00154967728,0.00290185456,50.0,0.0
10,0,0,0,0,compute,mb3_s0_fwd,0.00290185456,0.00296435456,0,0,compute,mb3_s0_fwd,0.00290185456,0.00296435456,,
11,0,1,0,2,comm,activation,0.00222076592,0.0035729432000000004,8388608,1,comm,activation,0.00222076592,0.0035729432000000004,50.0,0.0
12,0,1,0,1,compute,mb2_s1_fwd,0.0035729432000000004,0.0036354432000000004,0,1,compute,mb2_s1_fwd,0.0035729432000000004,0.0036354432000000004,,
13,0,2,0,3,comm,activation,0.00222076592,0.004244031840000001,8388608,2,comm,activation,0.00222076592,0.004244031840000001,33.33333333333333,0.0
14,0,2,0,2,compute,mb1_s2_fwd,0.004244031840000001,0.004306531840000001,0,2,compute,mb1_s2_fwd,0.004244031840000001,0.004306531840000001,,
15,0,3,0,3,compute,mb0_s3_fwd,0.004244031840000001,0.004306531840000001,0,3,compute,mb0_s3_fwd,0.004244031840000001,0.004306531840000001,,
16,0,0,0,1,comm,activation,0.00296435456,0.00498762048,8388608,0,comm,activation,0.00296435456,0.00498762048,33.33333333333333,0.0
17,0,1,0,2,comm,activation,0.0036354432000000004,0.005658709120000001,8388608,1,comm,activation,0.0036354432000000004,0.005658709120000001,33.33333333333333,0.0
18,0,1,0,1,compute,mb3_s1_fwd,0.005658709120000001,0.005721209120000001,0,1,compute,mb3_s1_fwd,0.005658709120000001,0.005721209120000001,,
19,0,2,0,3,comm,activation,0.004306531840000001,0.00632979776,8388608,2,comm,activation,0.004306531840000001,0.00632979776,33.33333333333333,0.0
20,0,2,0,2,compute,mb2_s2_fwd,0.00632979776,0.00639229776,0,2,compute,mb2_s2_fwd,0.00632979776,0.00639229776,,
21,0,3,1,4,comm,activation,0.004306531840000001,0.007000886400000001,8388608,3,comm,activation,0.004306531840000001,0.007000886400000001,25.0,0.0
22,0,3,0,3,compute,mb1_s3_fwd,0.007000886400000001,0.007063386400000001,0,3,compute,mb1_s3_fwd,0.007000886400000001,0.007063386400000001,,
23,1,4,1,4,compute,mb0_s4_fwd,0.007000886400000001,0.007063386400000001,0,4,compute,mb0_s4_fwd,0.007000886400000001,0.007063386400000001,,
24,0,1,0,2,comm,activation,0.005721209120000001,0.0077444750400000005,8388608,1,comm,activation,0.005721209120000001,0.0077444750400000005,33.33333333333333,0.0
25,0,2,0,3,comm,activation,0.00639229776,0.00841556368,8388608,2,comm,activation,0.00639229776,0.00841556368,33.33333333333333,0.0
26,0,2,0,2,compute,mb3_s2_fwd,0.00841556368,0.00847806368,0,2,compute,mb3_s2_fwd,0.00841556368,0.00847806368,,
27,0,3,1,4,comm,activation,0.007063386400000001,0.009086652320000001,8388608,3,comm,activation,0.007063386400000001,0.009086652320000001,33.33333333333333,0.0
28,0,3,0,3,compute,mb2_s3_fwd,0.009086652320000001,0.009149152320000001,0,3,compute,mb2_s3_fwd,0.009086652320000001,0.009149152320000001,,
29,1,4,1,5,comm,activation,0.007063386400000001,0.00975774096,8388608,4,comm,activation,0.007063386400000001,0.00975774096,25.0,0.0
30,1,4,1,4,compute,mb1_s4_fwd,0.00975774096,0.00982024096,0,4,compute,mb1_s4_fwd,0.00975774096,0.00982024096,,
31,1,5,1,5,compute,mb0_s5_fwd,0.00975774096,0.00982024096,0,5,compute,mb0_s5_fwd,0.00975774096,0.00982024096,,
32,0,2,0,3,comm,activation,0.00847806368,0.0105013296,8388608,2,comm,activation,0.00847806368,0.0105013296,33.33333333333333,0.0
33,0,3,1,4,comm,activation,0.009149152320000001,0.01117241824,8388608,3,comm,activation,0.009149152320000001,0.01117241824,33.33333333333333,0.0
34,0,3,0,3,compute,mb3_s3_fwd,0.01117241824,0.01123491824,0,3,compute,mb3_s3_fwd,0.01117241824,0.01123491824,,
35,1,4,1,5,comm,activation,0.00982024096,0.01184350688,8388608,4,comm,activation,0.00982024096,0.01184350688,33.33333333333333,0.0
36,1,4,1,4,compute,mb2_s4_fwd,0.01184350688,0.01190600688,0,4,compute,mb2_s4_fwd,0.01184350688,0.01190600688,,
37,1,5,1,6,comm,activation,0.00982024096,0.012514595520000001,8388608,5,comm,activation,0.00982024096,0.012514595520000001,25.0,0.0
38,1,5,1,5,compute,mb1_s5_fwd,0.012514595520000001,0.012577095520000001,0,5,compute,mb1_s5_fwd,0.012514595520000001,0.012577095520000001,,
39,1,6,1,6,compute,mb0_s6_fwd,0.012514595520000001,0.012577095520000001,0,6,compute,mb0_s6_fwd,0.012514595520000001,0.012577095520000001,,
40,0,3,1,4,comm,activation,0.01123491824,0.01325818416,8388608,3,comm,activation,0.01123491824,0.01325818416,33.33333333333333,0.0
41,1,4,1,5,comm,activation,0.01190600688,0.0139292728,8388608,4,comm,activation,0.01190600688,0.0139292728,33.33333333333333,0.0
42,1,4,1,4,compute,mb3_s4_fwd,0.0139292728,0.0139917728,0,4,compute,mb3_s4_fwd,0.0139292728,0.0139917728,,
43,1,5,1,6,comm,activation,0.012577095520000001,0.014600361440000001,8388608,5,comm,activation,0.012577095520000001,0.014600361440000001,33.33333333333333,0.0
44,1,5,1,5,compute,mb2_s5_fwd,0.014600361440000001,0.014662861440000001,0,5,compute,mb2_s5_fwd,0.014600361440000001,0.014662861440000001,,
45,1,6,1,7,comm,activation,0.012577095520000001,0.015271450080000002,8388608,6,comm,activation,0.012577095520000001,0.015271450080000002,25.0,0.0
46,1,6,1,6,compute,mb1_s6_fwd,0.015271450080000002,0.015333950080000002,0,6,compute,mb1_s6_fwd,0.015271450080000002,0.015333950080000002,,
47,1,7,1,7,compute,mb0_s7_fwd,0.015271450080000002,0.015333950080000002,0,7,compute,mb0_s7_fwd,0.015271450080000002,0.015333950080000002,,
48,1,4,1,5,comm,activation,0.0139917728,0.01601503872,8388608,4,comm,activation,0.0139917728,0.01601503872,33.33333333333333,0.0
49,1,5,1,6,comm,activation,0.014662861440000001,0.01668612736,8388608,5,comm,activation,0.014662861440000001,0.01668612736,33.33333333333333,0.0
50,1,5,1,5,compute,mb3_s5_fwd,0.01668612736,0.01674862736,0,5,compute,mb3_s5_fwd,0.01668612736,0.01674862736,,
51,1,6,1,7,comm,activation,0.015333950080000002,0.017357216,8388608,6,comm,activation,0.015333950080000002,0.017357216,33.33333333333333,0.0
52,1,6,1,6,compute,mb2_s6_fwd,0.017357216,0.017419716000000002,0,6,compute,mb2_s6_fwd,0.017357216,0.017419716000000002,,
53,1,7,2,8,comm,activation,0.015333950080000002,0.018028304640000003,8388608,7,comm,activation,0.015333950080000002,0.018028304640000003,25.0,0.0
54,1,7,1,7,compute,mb1_s7_fwd,0.018028304640000003,0.018090804640000003,0,7,compute,mb1_s7_fwd,0.018028304640000003,0.018090804640000003,,
55,2,8,2,8,compute,mb0_s8_fwd,0.018028304640000003,0.018090804640000003,0,8,compute,mb0_s8_fwd,0.018028304640000003,0.018090804640000003,,
56,1,5,1,6,comm,activation,0.01674862736,0.01877189328,8388608,5,comm,activation,0.01674862736,0.01877189328,33.33333333333333,0.0
57,1,6,1,7,comm,activation,0.017419716000000002,0.01944298192,8388608,6,comm,activation,0.017419716000000002,0.01944298192,33.33333333333333,0.0
58,1,6,1,6,compute,mb3_s6_fwd,0.01944298192,0.01950548192,0,6,compute,mb3_s6_fwd,0.01944298192,0.01950548192,,
