event_id,source_node,source_gpu,target_node,target_gpu,event_type,data_type,start_time,end_time,data_size,gpu_id,type,name,start,end,scenario,optimization_strategy,bandwidth_used,wait_time
216,1,6,1,4,comm,gradient,0.008068531840000002,0.008068531840000002,8388608,6,comm,gradient,0.008068531840000002,0.008068531840000002,optimized,priority_scheduling+time_slicing,,
217,1,7,1,4,comm,gradient,0.008068531840000002,0.008068531840000002,8388608,7,comm,gradient,0.008068531840000002,0.008068531840000002,optimized,priority_scheduling+time_slicing,,
218,2,9,2,8,comm,gradient,0.008068531840000002,0.008068531840000002,8388608,9,comm,gradient,0.008068531840000002,0.008068531840000002,optimized,priority_scheduling+time_slicing,,
219,2,10,2,8,comm,gradient,0.008068531840000002,0.008068531840000002,8388608,10,comm,gradient,0.008068531840000002,0.008068531840000002,optimized,priority_scheduling+time_slicing,,
220,2,11,2,8,comm,gradient,0.008068531840000002,0.008068531840000002,8388608,11,comm,gradient,0.008068531840000002,0.008068531840000002,optimized,priority_scheduling+time_slicing,,
221,3,13,3,12,comm,gradient,0.008068531840000002,0.008068531840000002,8388608,13,comm,gradient,0.008068531840000002,0.008068531840000002,optimized,priority_scheduling+time_slicing,,
222,3,14,3,12,comm,gradient,0.008068531840000002,0.008068531840000002,8388608,14,comm,gradient,0.008068531840000002,0.008068531840000002,optimized,priority_scheduling+time_slicing,,
223,3,15,3,12,comm,gradient,0.008068531840000002,0.008068531840000002,8388608,15,comm,gradient,0.008068531840000002,0.008068531840000002,optimized,priority_scheduling+time_slicing,,
224,0,0,1,4,comm,gradient,0.008068531840000002,0.009424709120000003,8388608,0,comm,gradient,0.008068531840000002,0.009424709120000003,optimized,priority_scheduling+time_slicing,100.0,0.0
225,1,4,2,8,comm,gradient,0.008068531840000002,0.009424709120000003,8388608,4,comm,gradient,0.008068531840000002,0.009424709120000003,optimized,priority_scheduling+time_slicing,100.0,0.0
226,2,8,3,12,comm,gradient,0.008068531840000002,0.009424709120000003,8388608,8,comm,gradient,0.008068531840000002,0.009424709120000003,optimized,priority_scheduling+time_slicing,100.0,0.0
227,3,12,0,0,comm,gradient,0.008068531840000002,0.009424709120000003,8388608,12,comm,gradient,0.008068531840000002,0.009424709120000003,optimized,priority_scheduling+time_slicing,100.0,0.0
228,0,0,0,1,comm,gradient,0.009424709120000003,0.009424709120000003,8388608,0,comm,gradient,0.009424709120000003,0.009424709120000003,optimized,priority_scheduling+time_slicing,,
229,0,0,0,2,comm,gradient,0.009424709120000003,0.009424709120000003,8388608,0,comm,gradient,0.009424709120000003,0.009424709120000003,optimized,priority_scheduling+time_slicing,,
230,0,0,0,3,comm,gradient,0.009424709120000003,0.009424709120000003,8388608,0,comm,gradient,0.009424709120000003,0.009424709120000003,optimized,priority_scheduling+time_slicing,,
231,1,4,1,5,comm,gradient,0.009424709120000003,0.009424709120000003,8388608,4,comm,gradient,0.009424709120000003,0.009424709120000003,optimized,priority_scheduling+time_slicing,,
232,1,4,1,6,comm,gradient,0.009424709120000003,0.009424709120000003,8388608,4,comm,gradient,0.009424709120000003,0.009424709120000003,optimized,priority_scheduling+time_slicing,,
233,1,4,1,7,comm,gradient,0.009424709120000003,0.009424709120000003,8388608,4,comm,gradient,0.009424709120000003,0.009424709120000003,optimized,priority_scheduling+time_slicing,,
234,2,8,2,9,comm,gradient,0.009424709120000003,0.009424709120000003,8388608,8,comm,gradient,0.009424709120000003,0.009424709120000003,optimized,priority_scheduling+time_slicing,,
235,2,8,2,10,comm,gradient,0.009424709120000003,0.009424709120000003,8388608,8,comm,gradient,0.009424709120000003,0.009424709120000003,optimized,priority_scheduling+time_slicing,,
236,2,8,2,11,comm,gradient,0.009424709120000003,0.009424709120000003,8388608,8,comm,gradient,0.009424709120000003,0.009424709120000003,optimized,priority_scheduling+time_slicing,,
237,3,12,3,13,comm,gradient,0.009424709120000003,0.009424709120000003,8388608,12,comm,gradient,0.009424709120000003,0.009424709120000003,optimized,priority_scheduling+time_slicing,,
238,3,12,3,14,comm,gradient,0.009424709120000003,0.009424709120000003,8388608,12,comm,gradient,0.009424709120000003,0.009424709120000003,optimized,priority_scheduling+time_slicing,,
239,3,12,3,15,comm,gradient,0.009424709120000003,0.009424709120000003,8388608,12,comm,gradient,0.009424709120000003,0.009424709120000003,optimized,priority_scheduling+time_slicing,,
